Source,Destination,Weight
anna paola concia,ITALY,1.0
charlotte jackson,QATAR,2.0
golden shaheen,SYDNEY AUSTRALIA,1.0
carl valeri andmile jedinak,AUSTRALIA,2.0
david goffin,INDIA,1.0
ken laidlaw,DUBAI UNITED ARAB EMIRATES,1.0
fahmy howeidi,TUNISIA,3.0
mashrafe mortaza,BANGLADESH,1.0
debbie terribile,IRAQ,1.0
bret stephenssection,EGYPT,1.0
hartmut grassl,UNITED ARAB EMIRATES,2.0
harold pinter,UNITED STATES,1.0
alana davies,UNITED KINGDOM,2.0
kareem amer,EGYPT,2.0
john lennon,QATAR,3.0
nadalousted tomas berdych,PERTH AUSTRALIA,1.0
salama ahmed salama,TUNISIA,1.0
rachel ren,DUBAI UNITED ARAB EMIRATES,1.0
ehab mohammed fati,CAIRO EGYPT,3.0
imeru tarmret,UGANDA,1.0
anton du beke,LONDON ENGLAND,2.0
james robertson,LONDON ENGLAND,1.0
shahid malik,ENGLAND,3.0
jim campbellulverstonerigorous,AUSTRALIA,1.0
branko culina,SYDNEY AUSTRALIA,1.0
ahmed abderraouf ounais,TUNISIA,1.0
julius karangi,KENYA,2.0
mohammed bouazizi,KENYA,1.0
walter hawkins,CALIFORNIA USA,1.0
deirdre hipwellsection,LONDON ENGLAND,1.0
fatih birol,FRANCE,1.0
paul harris,UNITED KINGDOM,1.0
gus zernial,UNITED STATES,1.0
ed milibanddid,UNITED KINGDOM,1.0
robert pattinson,NIGERIA,1.0
rohit sharma,NEW ZEALAND,2.0
delone carter,UNITED ARAB EMIRATES,1.0
george morgan,LEBANON,1.0
viktor troicki,SERBIA,1.0
william tecumseh sherman,ISRAEL,1.0
rob brydon,BERLIN GERMANY,1.0
yasushito endo,JAPAN,3.0
elissa exchange,UNITED STATES,1.0
phil mickelsonfinished,SCOTLAND,1.0
hector murguiareleased,UNITED STATES,1.0
saeb erekateven,PALESTINIAN TERRITORY OCCUPIED,1.0
mashaal director amanullahghilazi,PAKISTAN,7.0
al jaber,YEMEN,1.0
wednesdaybashir gemayel,EGYPT,1.0
rory mcilroyand,NORTHERN IRELAND,4.0
robert mugabe,SUDAN,1.0
sam stosur,INDIA,1.0
samia al-aghbry,SUDAN,1.0
mazin al-rifa,ALGERIA,1.0
ben aliloyalist,TUNISIA,1.0
noh seung-yul,EUROPE,1.0
ely karmon,EGYPT,1.0
chris wood,UNITED STATES,3.0
jack bellamysection,GERMANY,1.0
paul bayliss,AFGHANISTAN,2.0
rafi mercado puerto ricomrs,FRANCE,1.0
al-deen mustafa,SUDAN,1.0
sanharib malki,JAPAN,1.0
nha trang,SINGAPORE,2.0
kwon jeong-hoon,KOREA REPUBLIC OF,1.0
feliciano belmonte jr.,SINGAPORE,1.0
donald shaw,SCOTLAND,1.0
norman brookes,AUSTRALIA,2.0
bob torrance,EUROPE,2.0
heather watson,INDIA,1.0
paula abdul,IRAQ,1.0
talabani expressediraq,IRAQ,1.0
gunnar palm,AFRICA,2.0
joseph biden,EGYPT,2.0
anil kumble,AUSTRALIA,1.0
elizabeth heron,TUNISIA,1.0
li ka-shing,UNITED ARAB EMIRATES,1.0
sepp blatter,BRAZIL,1.0
carlton cole,EGYPT,1.0
michael a.,CHINA,1.0
stephen mangan,FRANCE,1.0
sheik gaber kassem,EGYPT,1.0
grant heslov,IRAQ,2.0
morgan tsvangirai,ZIMBABWE,2.0
glenn mcgrath,AUSTRALIA,1.0
marco monteverde,AUSTRALIA,32.0
joseph sepp blatter,ENGLAND,6.0
kim jong il,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,2.0
morten gamst pedersen,UNITED ARAB EMIRATES,2.0
shinji kagawa,AUSTRALIA,4.0
cyrus gichobi njui,KENYA,2.0
hojjat ol-eslam qodusi,IRAN ISLAMIC REPUBLIC OF,1.0
ibrahim ishmail,KENYA,1.0
gemma davis,SCOTLAND,1.0
bruno oloobo,AFRICA,4.0
gordon brown,LONDON ENGLAND,1.0
isaac isinde,AFRICA,4.0
lady gaga,CANADA,1.0
jonathan watts,YEMEN,1.0
dradelhelm meru,UNITED ARAB EMIRATES,1.0
illya marchenko,AUSTRALIA,2.0
jarmila groth,QATAR,2.0
elizabeth wurtzel,IRAQ,1.0
michael goldstein,NORTH AMERICA,1.0
nick parkersection,EGYPT,7.0
ahmed elmohamady,DUBAI UNITED ARAB EMIRATES,2.0
may el khalil,SWITZERLAND,1.0
mark ruffalo,UNITED KINGDOM,2.0
fernando verdasco,QUEENSLAND AUSTRALIA,1.0
daniel flitton,AUSTRALIA,1.0
ahmet aboul gheit,EGYPT,10.0
top scot paul lawrie,EUROPE,4.0
pierre prosper,SOMALIA,1.0
kyle briggs,CANARY ISLANDS,1.0
jang song thaek,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,3.0
hosni mubarakphoto,EGYPT,1.0
mohamad bazzi,TUNISIA,1.0
efraim inbar,ISRAEL,1.0
robert mugabe,ZIMBABWE,10.0
neil postman,TUNISIA,1.0
bill marino,ETHIOPIA,1.0
myla federer,AUSTRALIA,1.0
lou reed,IRAQ,1.0
al-jazeera footage.al-jazeera,EGYPT,1.0
bernard avishai,PALESTINIAN TERRITORY OCCUPIED,3.0
ollie kohn,LONDON ENGLAND,2.0
generalsayyed hassan nasrallah,LEBANON,1.0
nora jordan,NORTH AMERICA,1.0
michel sulaymanshould,LEBANON,1.0
werner hartenstein,LIVERPOOL ENGLAND,1.0
robert hicks,EGYPT,27.0
david hemmings,UNITED STATES,1.0
rubens barrichello,GERMANY,1.0
james horesection,ITALY,2.0
bella ali,KUWAIT,1.0
mary robinsond,LONDON ENGLAND,1.0
hojjat ol-eslam asghari,IRAN ISLAMIC REPUBLIC OF,1.0
shadrack nsajigwa,CAIRO EGYPT,1.0
paula simons,IRAQ,2.0
ayman safadi,DUBAI UNITED ARAB EMIRATES,2.0
bilal mohammad abed al-qador,ISRAEL,1.0
sally jeans,AUSTRALIA,1.0
clinton news conferenceal-jazeera,UNITED STATES,2.0
kate humble,OMAN,2.0
major generalahmad shafiq,EGYPT,2.0
david maddocksection,LIVERPOOL ENGLAND,2.0
jean-jacques annaud,TUNISIA,2.0
elizabeth mastrantonio,MILKY WAY GALAXY,1.0
arnold palmer,UNITED STATES,1.0
meir margalit,ISRAEL,1.0
melissa harper,VICTORIA AUSTRALIA,1.0
jodie whittaker,UNITED STATES,1.0
ezzatollah zarghami,LEBANON,1.0
catherine graciet,TUNISIA,3.0
federerdoha-roger federer,CANADA,2.0
hasina wajed,PAKISTAN,1.0
stephen schork,SCOTLAND,1.0
stephane peterhansel,UNITED STATES,1.0
yuichi sugita,INDIA,1.0
s.m. krishna,AFGHANISTAN,2.0
david joyce,QATAR,3.0
huey lewis,LONDON ENGLAND,1.0
jacky terrasson,UNITED STATES,1.0
alfred dunhillchampionship,UNITED ARAB EMIRATES,1.0
roger clarke read roger,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
nawaf bin faisal,SAUDI ARABIA,1.0
salam fayyadto,PALESTINIAN TERRITORY OCCUPIED,2.0
nicola minetti,EGYPT,2.0
najoua gsouma,TUNISIA,1.0
joe stork,EGYPT,1.0
johann edfors,BAHRAIN,1.0
hamed karzai,YEMEN,1.0
andrew lauterstein,ITALY,2.0
steven o hara,DUBAI UNITED ARAB EMIRATES,1.0
ayachi daadoua,ALGERIA,1.0
jack stultz,IRAQ,1.0
aydarus abd-al-aziz,SUDAN,1.0
sinai murad muwafi,EGYPT,1.0
ola kamel,EGYPT,1.0
azlan abu,MALAYSIA,1.0
ivan dodig,AUSTRALIA,1.0
edward mangano,NEW YORK USA,1.0
sidi bou said,ALGERIA,1.0
bruce glossop,EGYPT,1.0
hojjat ol-eslam soleymani,IRAN ISLAMIC REPUBLIC OF,1.0
gray cullen,KENYA,2.0
muslim brotherhood lite,TUNISIA,1.0
john mckinnon,AUSTRALIA,1.0
james onanefe ibori,NIGERIA,4.0
angela stewartmargatebush,AUSTRALIA,1.0
eugene mccarthy,ISRAEL,1.0
traore bertrand isidore,EGYPT,2.0
abd-al-majid mahmud,EGYPT,1.0
zohra idriss,TUNISIA,1.0
tommy sheridan,UNITED KINGDOM,5.0
ted macdougall,SCOTLAND,1.0
ekaterina makarova,AUSTRALIA,2.0
miron bleiberg,GERMANY,1.0
jessica anne,PHILIPPINES,2.0
anis nakkash,LEBANON,1.0
colin montgomerieafter,EUROPE,1.0
rubin kazan,FRANCE,2.0
ryan giggsand paul scholes,JAPAN,2.0
marwan muasher,EGYPT,2.0
ramziah al-eryani,YEMEN,1.0
dominick tao,AFGHANISTAN,1.0
wa'il al-safti,PALESTINIAN TERRITORY OCCUPIED,1.0
gao hongbo,CHINA,2.0
narat sawettanant,SAUDI ARABIA,1.0
liverpooland fernando torres,CATALONIA SPAIN,1.0
ateret cohanim,ISRAEL,1.0
ali seryati,TUNISIA,3.0
michael keenan,AUSTRALIA,2.0
alan connolly,ENGLAND,2.0
tavleen singh,PAKISTAN,2.0
brig-gen amir ali hajizadeh,IRAN ISLAMIC REPUBLIC OF,7.0
thomas cooktourists,UNITED KINGDOM,1.0
hazem khaldi,EGYPT,1.0
pres hosni mubarak,SOUTH AFRICA,1.0
peter o'malley,AUSTRALIA,1.0
belgiums xavier malisse,INDIA,1.0
isaac isinde,SUDAN,1.0
albert einstein,LONDON ENGLAND,1.0
yemane tsegayof,KENYA,2.0
saia faingaa,QUEENSLAND AUSTRALIA,1.0
lee westwoodmight,GERMANY,1.0
alistair burt,PALESTINIAN TERRITORY OCCUPIED,1.0
aleksandr dolgopolov,MASSACHUSETTS USA,1.0
hans-peter uerpmann,AFRICA,5.0
barre mainassara ibrahim,TURKEY,1.0
hwang sun ok,NORTHERN ASIA,1.0
philip pullmanand andrew motion,AUSTRALIA,1.0
fred muhumuza,SWAZILAND,2.0
carlo gebler,DUBAI UNITED ARAB EMIRATES,1.0
john tipple,IRAQ,2.0
zine el abedine ben ali,YEMEN,11.0
gary woodland,SCOTLAND,2.0
ali abdallah saleh,IRAQ,1.0
william hague,HONG KONG,1.0
kristi noem,FLORIDA USA,1.0
john brennan,UNITED KINGDOM,1.0
mitt romney,ISRAEL,1.0
ben aliregime,COTE D'IVOIRE,1.0
sven goran eriksson,ITALY,2.0
paul gascoigne,UNITED STATES,1.0
marie simon-pierre normand,ISRAEL,1.0
server djeparov,IRAQ,1.0
ali khemili,TUNISIA,1.0
sula matovu anddan wagaluka,AFRICA,4.0
oded eran,EGYPT,2.0
stephen smith,AUSTRALIA,1.0
edward ssali,SUDAN,2.0
elliott abrams,ALGERIA,2.0
kevin anderson,QATAR,1.0
robert mugabe,UNITED ARAB EMIRATES,1.0
el azis fadel,MIDDLE EAST,1.0
shadrack nsajigwa,UGANDA,1.0
daniel williams,EGYPT,1.0
robin robinson,ISRAEL,1.0
tawfiq taha,IRAQ,2.0
zine al abidine ben aliand,ZIMBABWE,2.0
chris sparling,MANCHESTER ENGLAND,2.0
mohsen khojasteh-mehr,IRAQ,1.0
ray houghton,KOREA REPUBLIC OF,2.0
anthony marks,EASTERN AFRICA,1.0
andre agassi,MELBOURNE AUSTRALIA,1.0
carla bruni sarkozy,TUNISIA,4.0
david notoane,ANGOLA,2.0
michal przysiezny,INDIA,1.0
kevin beauvais,INDIA,1.0
ahmad maslamani,ISRAEL,1.0
mohammad ben husseinamman,JORDAN,4.0
islam karimov,BELARUS,1.0
hugh godwinsection,ABU DHABI UNITED ARAB EMIRATES,1.0
camilo villegas,BAHRAIN,3.0
ken lebrun,UNITED STATES,1.0
kalonzo musyoka,COTE D'IVOIRE,2.0
ali sulaimanal-haifi,KUWAIT,1.0
deborah parry,SAUDI ARABIA,2.0
al arab,TUNISIA,1.0
brian majjwega,BURUNDI,3.0
christina lambsection,UNITED STATES,2.0
josef ackermann,GERMANY,1.0
arthur scargill,UNITED KINGDOM,1.0
mark webster,UNITED STATES,1.0
ali reza pahlavi,IRAN ISLAMIC REPUBLIC OF,3.0
nassirnayif sulaiti,IRAQ,1.0
khaled el hourri,ALGERIA,1.0
haitham mustapha,SUDAN,2.0
phil woolas,LONDON ENGLAND,1.0
bahrainpaul casey,EUROPE,1.0
daniel bellemare,SYRIA,1.0
blythe duffand john michie,FRANCE,1.0
jeff miller,TAMPA FL USA,1.0
ian blair,UNITED STATES,1.0
nazha kacimi,MOROCCO,1.0
michael schumacher,SCOTLAND,3.0
charles de gaulle,EGYPT,1.0
rob andrew,KOREA REPUBLIC OF,1.0
lisa minotsection,LOS ANGELES CA USA,1.0
ren johnston,YEMEN,1.0
islamic art,UNITED STATES,1.0
jo-wilfried tsonga,ABU DHABI UNITED ARAB EMIRATES,1.0
khalid hamad,UNITED STATES,2.0
kevan jones,AFGHANISTAN,1.0
brian christley,IRAQ,2.0
rafic el hajj qassem,TUNISIA,3.0
sueda guesmi,TUNISIA,1.0
toorak toff,VICTORIA AUSTRALIA,1.0
shaykhakram zankanah,IRAQ,1.0
doak jantzen,EGYPT,1.0
aselefech mergia,LONDON ENGLAND,1.0
iarfhlaith o'neill,IRELAND,1.0
ahana deol,INDIA,3.0
tariq ramadan,TUNISIA,2.0
ammar houri,LEBANON,4.0
david richards,KUWAIT,1.0
tyrone mordt,AUSTRALIA,1.0
joseph cook,BELGRADE SERBIA & MONTENEGRO,1.0
philip duckworth,LONDON ENGLAND,1.0
nabil abu-rudaynah,EGYPT,2.0
tim harrison,SCOTLAND,1.0
eva peron,UNITED STATES,1.0
thierry henry,FRANCE,1.0
khalid karakitold,JORDAN,1.0
andrew giller,LONDON ENGLAND,1.0
daho ould kablia,ALGERIA,5.0
mustafa ahmad hamadi,EGYPT,1.0
jean claude birumushahu,RWANDA,2.0
gershon baskin,PALESTINIAN TERRITORY OCCUPIED,1.0
rushdi said,TURKEY,3.0
didier drogba,LIVERPOOL ENGLAND,1.0
jacques demy,VICTORIA AUSTRALIA,1.0
matt wadsworth,IRAQ,2.0
kim burrellraise,CALIFORNIA USA,1.0
michael hodgson,AUSTRALIA,4.0
margret magwaro,SOUTH AFRICA,2.0
haroun bouazz,TUNISIA,1.0
christian purslow,LIVERPOOL ENGLAND,1.0
christopher clareysection,AUSTRALIA,1.0
gilles simon,TAMPA FL USA,1.0
bibi bassam,UNITED STATES,1.0
bob hall,DENMARK,1.0
shaykh nasir al-muhammadal-ahmad al-jabir al-sabah,KUWAIT,1.0
jude c lestin,IRAN ISLAMIC REPUBLIC OF,1.0
raghidah bahnam,PALESTINIAN TERRITORY OCCUPIED,1.0
umar farouk abdulmutallab,UNITED KINGDOM,1.0
damas makwaiya,AFRICA,2.0
jerry seinfeld,AUSTRALIA,1.0
abu dhabiwith rafael nadal,ENGLAND,1.0
mahmoud darwish,ISRAEL,1.0
maqar fawzi,IRAQ,2.0
louisa hanoune,ALGERIA,1.0
matt orford,AUSTRALIA,1.0
choi young,KOREA REPUBLIC OF,2.0
robert crais,MEXICO,1.0
maria sharapova,SYDNEY AUSTRALIA,1.0
marc leishmanand john daly,BAHRAIN,1.0
ali mohammed,TUNISIA,1.0
jafar hassan,CHINA,1.0
alon shvut,PALESTINIAN TERRITORY OCCUPIED,1.0
hon barry wanji,SUDAN,1.0
mark gundy,WALES,1.0
matt leblanc,FRANCE,1.0
didier cuche,TAMPA FL USA,1.0
muslimintellectuals abdulrahman al-jumaian,KUWAIT,1.0
tommy hilfiger,IRAN ISLAMIC REPUBLIC OF,1.0
holly cram,SCOTLAND,1.0
andy burton,QATAR,2.0
mahmoud ahmadinejad,TURKEY,2.0
dick armey,AFGHANISTAN,1.0
kevin doyle,IRAN ISLAMIC REPUBLIC OF,1.0
bob herbertsection,UNITED STATES,2.0
gregory terrace,QUEENSLAND AUSTRALIA,2.0
carl sferrazza anthony,UNITED STATES,1.0
chidi nwanu,NIGERIA,2.0
rob simmons,CONNECTICUT USA,2.0
taha al-kishry,KOREA REPUBLIC OF,1.0
darren brown,CANADA,1.0
manny pacquiao,NETHERLANDS,1.0
fadil al-musawi,IRAQ,2.0
dogu ergil,TURKEY,1.0
steve stricker,GERMANY,1.0
brian umony,SCOTLAND,1.0
kimberly walsh,EGYPT,1.0
mohammed bin rashid al maktoum,IRAN ISLAMIC REPUBLIC OF,1.0
kadafo mohammed hanfare,UNITED STATES,1.0
odil ahkmedov,QATAR,3.0
kalonzo musyoka,SUDAN,1.0
susie bonifacesection,TUNISIA,1.0
trevor chapple,TUNISIA,2.0
mancini describeseriksson,ITALY,1.0
darren cahill,AUSTRALIA,2.0
michaelbloombergdemoted john peruggia,UNITED STATES,1.0
minshed al-mamuri,IRAQ,1.0
alaa al-aswany,EGYPT,1.0
mary kay dudek,TEXAS USA,1.0
hugh mackinnon,CANADA,2.0
anne frank,LONDON ENGLAND,1.0
ali abdallah saleh,EGYPT,5.0
neil chandlersection,AFGHANISTAN,1.0
edward porter,LONDON ENGLAND,2.0
neil jerome c.,ASIA,2.0
david kelly,BAVARIA GERMANY,1.0
charles nicolle,TUNISIA,1.0
bouazza ben bouazza,TUNISIA,2.0
baroness ashton ofupholland,PALESTINIAN TERRITORY OCCUPIED,1.0
mahmoud ahmadinejad,IRAQ,6.0
ann christine moore,TUNISIA,2.0
akbar dareini,IRAN ISLAMIC REPUBLIC OF,1.0
david robertson,EUROPE,2.0
mani arkoiminawi,SUDAN,1.0
mohamed abdelmoneim,EGYPT,2.0
rashad anushi,TUNISIA,1.0
kathryn stockett,UNITED STATES,1.0
christopher meyer,UNITED KINGDOM,3.0
alan sugar,INDIAN OCEAN,2.0
nick henshall,UNITED ARAB EMIRATES,1.0
rami ishak,EGYPT,1.0
vice presidentjosephbiden jr.,UNITED STATES,1.0
max garske,AUSTRALIA,2.0
saad silawi,CANADA,2.0
jose pesiero,AUSTRALIA,1.0
luke wilkshire david carney,SYDNEY AUSTRALIA,2.0
hussein mbanze,RWANDA,2.0
tony puletua,AUSTRALIA,1.0
marc israel sellem,ISRAEL,2.0
qais husseinrashid,IRAQ,1.0
marck zuckerberg,NEW ZEALAND,1.0
jan poulsen,DUBAI UNITED ARAB EMIRATES,2.0
abdurrahman barman,TUNISIA,1.0
arsene wenger,LIVERPOOL ENGLAND,2.0
maia de la baume,TUNISIA,1.0
colin montgomerie jose maria olazabal,UNITED ARAB EMIRATES,17.0
presidentgeorge bush,UNITED STATES,1.0
jessica linley,AFGHANISTAN,2.0
pierre roper,UNITED STATES,2.0
ephraim halevy,PALESTINIAN TERRITORY OCCUPIED,1.0
khalid al-maamari,OMAN,1.0
richard garcia,AUSTRALIA,8.0
fayez el omani,IRAQ,1.0
mahmud abbas,UNITED STATES,1.0
umar hasan ahmad al-bashir,SUDAN,2.0
abdelaziz belkhadem,TUNISIA,3.0
derek rogers,IRAQ,2.0
paul casey montgomerie,UNITED ARAB EMIRATES,1.0
dee mewbourne,VIRGINIA USA,1.0
sarah murdoch,IRAQ,1.0
nasir mahdi,YEMEN,1.0
peter cosgrove,QUEENSLAND AUSTRALIA,2.0
dominic waldouck,LONDON ENGLAND,1.0
kim min-seok,SOMALIA,2.0
bobby reynolds,MASSACHUSETTS USA,1.0
martin luther agwai,SUDAN,2.0
mamdouh habib,AUSTRALIA,3.0
manuel augusto,COTE D'IVOIRE,1.0
roy hodgsonwas,LIVERPOOL ENGLAND,4.0
chairman han,KOREA REPUBLIC OF,1.0
sakher el materi,CANADA,1.0
samantha stosurage,MELBOURNE AUSTRALIA,1.0
suzuki tokuaki,QATAR,1.0
fiona hyslop,CHINA,1.0
surhat sukha,AUSTRALIA,1.0
michael ignatieff,EGYPT,1.0
marisela escobedo ortiz,MEXICO,3.0
subhi haddad,LEBANON,1.0
editionfrom darwin,ADELAIDE AUSTRALIA,1.0
al khatib,MOROCCO,1.0
peterbergenfree press,UNITED STATES,2.0
darren walton,AUSTRALIA,2.0
ian drury,LIVERPOOL ENGLAND,3.0
carina heightsyes,UZBEKISTAN,1.0
zsa zsa gabor,AFGHANISTAN,1.0
ali pbuh,IRAQ,1.0
mehdi rasulleit,CHRISTMAS ISLAND,1.0
maher hamza kadous,PALESTINIAN TERRITORY OCCUPIED,1.0
mubarak al-fadil al-mahdi,SUDAN,4.0
peter needhamsection,UNITED STATES,1.0
eytan sheshinski,ISRAEL,1.0
guy pearce,IRAQ,1.0
robert macfarlane,LONDON ENGLAND,1.0
mohamad tamir mansour,EGYPT,1.0
frank whitford,LONDON ENGLAND,2.0
fernando verdasco,WALES,1.0
adrian leijer,MELBOURNE AUSTRALIA,1.0
ranjeet jokhoo,MAURITIUS,3.0
shaun waterman,LEBANON,2.0
guillermo garcia-lopez,SERBIA,1.0
abu dhabial-nujayfi,IRAQ,1.0
nick carle,TEXAS USA,1.0
justin lambeth,UNITED STATES,1.0
nadia sawalha,IRAQ,4.0
barack obama inwashington,ETHIOPIA,2.0
finn antti vierula,BEIJING CHINA,1.0
royal caribbean,PHILIPPINES,2.0
brandon pieters,SOUTH AFRICA,2.0
ayatollah khomeini,TUNISIA,4.0
sienna miller,UNITED STATES,1.0
shannon noll,UNITED STATES,1.0
abdessalam benjelloun,EGYPT,1.0
muhammad husni mubarak,INDIA,1.0
indira gandhi,SAUDI ARABIA,1.0
erson tegete,UGANDA,1.0
soccerooscoach guus hiddink,NORTHERN ASIA,1.0
kathryn shattucksection,UNITED STATES,1.0
abdul hamdy,AUSTRALIA,1.0
ayatollah khomeini,UNITED STATES,1.0
bouchra jarrarand alexandre vauthier,PARIS FRANCE,1.0
heba mahrous,EGYPT,1.0
elisabeth bumiller,EGYPT,2.0
david cameron andgeorge osborne,SAUDI ARABIA,1.0
sam john obuh,AFRICA,1.0
jordan gaias,TAMPA FL USA,1.0
itold brett,AUSTRALIA,1.0
miguel angel jimenez,BAHRAIN,7.0
nobeleconomistarthur lewis,UNITED STATES,1.0
jeanne andsimon marwan,LEBANON,1.0
joe bloggs,UNITED KINGDOM,1.0
chiliboy ralepelle,LONDON ENGLAND,1.0
david nalbandian,MASSACHUSETTS USA,1.0
ministermutahar al-masri,YEMEN,1.0
brett emertonand jason culina,SYDNEY AUSTRALIA,1.0
shlomo benizri,ISRAEL,1.0
michaela andjohn,EGYPT,1.0
lynda la plante,IRAQ,1.0
gayle gibson,TORONTO ON CANADA,1.0
kipson atuhairwe,EGYPT,2.0
jonathan aitken,IRAQ,1.0
meir yitzhak halevi,EGYPT,1.0
paul labiche,FRANCE,1.0
abdel nasser awad,UNITED STATES,1.0
anthony green,CANADA,1.0
tom holland,ISRAEL,1.0
padraig harrington,GERMANY,3.0
cian o connor,LONDON ENGLAND,2.0
michel sulayman,SYRIA,1.0
harrar hawfafyan,LEBANON,1.0
osama ghanem,ISRAEL,1.0
abu jaoude,ISRAEL,1.0
babar awan,PAKISTAN,1.0
ali abdallah saleh,TURKEY,2.0
ronnie biggs,IRAQ,1.0
davis mwape,AFRICA,2.0
callum macaulay,SOUTH AFRICA,1.0
gillean craig,UNITED KINGDOM,1.0
justin leonard,EUROPE,1.0
handel singingcompetition,LONDON ENGLAND,1.0
defenserobert gates,IRAQ,2.0
mohammad amirand mohammad asif,AUSTRALIA,4.0
hend harouni,TUNISIA,1.0
howard lafranchi,EGYPT,4.0
mart tarmak,MOROCCO,1.0
evelyn pinto,UNITED STATES,1.0
guide muhammad badi,EGYPT,4.0
james boyle,IRAQ,1.0
sebastien buemi,GERMANY,2.0
mingkwan saengsuwan,THAILAND,1.0
isaac cr mieux,ALGERIA,1.0
abu dhabi golf martin,DUBAI UNITED ARAB EMIRATES,9.0
duncan lewis.maj-gen cantwell,MIDDLE EAST,1.0
hou yi-ting,TUNISIA,1.0
michel salgado,LIVERPOOL ENGLAND,1.0
catrina stewart,PALESTINIAN TERRITORY OCCUPIED,2.0
hani hazaimeh,TUNISIA,1.0
paddy mckillen,UNITED KINGDOM,1.0
john addison,PHILIPPINES,2.0
hariri junior,LEBANON,1.0
prayad marksaeng,UNITED STATES,1.0
adam laroche,UNITED STATES,1.0
jacki weaver,AUSTRALIA,1.0
qu bo,CHINA,3.0
raymond dearie,ZIMBABWE,1.0
palitha kohona,SRI LANKA,1.0
oliver mtukudzi,EGYPT,2.0
ben alistill,TUNISIA,1.0
aj arkell,SUDAN,1.0
panich vikitsreth,CAMBODIA,1.0
eddie thompson,AFRICA,1.0
matt dickinsonsection,QATAR,4.0
dave walder,UNITED STATES,1.0
khetam malkawiamman,SPAIN,1.0
hatem halawani,ROMANIA,2.0
jim greenwood,TEXAS USA,1.0
hiba mustafa,IRAQ,1.0
bob charles,UNITED STATES,1.0
green bay,SCOTLAND,2.0
andy coulsonresignsvideo tony blair,FRANCE,1.0
roberto mancini,BRAZIL,1.0
josef mengele,CANADA,1.0
erin bertulli,EGYPT,1.0
chua hak bin,SINGAPORE,1.0
diogo noivo,TUNISIA,1.0
hojjat ol-eslam alavi-asl,IRAN ISLAMIC REPUBLIC OF,1.0
victor clements,IRAQ,1.0
slobodan milosevic,COTE D'IVOIRE,3.0
sakher el materi,TUNISIA,6.0
chumpol silpaarcha,THAILAND,1.0
lorna siggins,IRELAND,2.0
natan sharansky,PALESTINIAN TERRITORY OCCUPIED,1.0
adam federici,ASIA,1.0
co tyrone,MAURITIUS,2.0
fred barker,UNITED STATES,1.0
dan pfeiffer,UNITED STATES,1.0
jemma keyssaid,QATAR,2.0
shaykh muhammad bin-zayed bin-sultanal nuhayyan,MONGOLIA,1.0
julie schenecker,UNITED STATES,1.0
rachid ennahda,EGYPT,1.0
james hidersection,PALESTINIAN TERRITORY OCCUPIED,4.0
katie price,MALDIVES,1.0
amro musa,EGYPT,6.0
kevin keeganin,LIVERPOOL ENGLAND,4.0
chris pattenpresident hu jintao,UNITED STATES,9.0
rob hughes,QATAR,1.0
ein kerem,SYRIA,1.0
oluseyi petinrin,NIGERIA,2.0
rafik belhaj kassem,TUNISIA,1.0
pablo martin,LONDON ENGLAND,1.0
charles ugwu,NIGERIA,1.0
laura hillenbrand,SYRIA,1.0
leonid kravchuk,UKRAINE,1.0
rex ryan,HAITI,1.0
christopher philbrick,UNITED STATES,1.0
david marnane,UNITED KINGDOM,3.0
heather watson,AUSTRALIA,1.0
meir kahane,ISRAEL,1.0
thomas bjornand,EUROPE,4.0
robert de niro,FRANCE,1.0
megan gale,AUSTRALIA,1.0
mahjub ahmadqahiri,TUNISIA,1.0
nick cleggis,UNITED STATES,1.0
sean penn,IRELAND,1.0
lawrence dallagliois,ASIA,1.0
liverpoolcaptain steven gerrard,ASIA,1.0
jon stewart,UNITED STATES,6.0
nicolas mahut,SYDNEY AUSTRALIA,1.0
paul brownsection,CROATIA,1.0
tom manganwoy woy bay jack,EGYPT,1.0
dick strawbridge,LONDON ENGLAND,1.0
michael schumacher,MALAYSIA,1.0
sam stosur,AUSTRALIA,8.0
ahmedhashem el sayyid,EGYPT,1.0
moammar gadhafi,ISRAEL,2.0
brad pitt,LONDON ENGLAND,1.0
david mitchell,SAHARA DESERT,1.0
mark corallo,SOMALIA,5.0
andreyevsky prud,RUSSIAN FEDERATION,1.0
hamad bin khalifah al-thani,SUDAN,1.0
west chester henderson,UNITED ARAB EMIRATES,1.0
ahmed cheema,EGYPT,1.0
ammar ahmedal-jumaili,YEMEN,1.0
hicham elhaji,TUNISIA,1.0
jamal rayyan,SYRIA,1.0
anna swan,NORTH AMERICA,1.0
david cameron andgeorge osborne,TUNISIA,1.0
bao kee ginseng,CHINA,1.0
michael teague,UNITED STATES,1.0
saddam dayikh hasan al-khazraji,IRAQ,1.0
gregory vistica,TUNISIA,1.0
hazem qashou,JORDAN,1.0
scuderia toro rosso,MELBOURNE AUSTRALIA,1.0
anas ahmad zakie,MALAYSIA,1.0
henry kisekka,SUDAN,1.0
matty parker,IRAQ,1.0
brix smithstart,CYPRUS,1.0
phil packer,LONDON ENGLAND,1.0
neguib sawiris,EGYPT,6.0
